,group,user,task_id,puzzle_difficulty,completed,timestamp,active_time,percentileActiveTime,n_events,percentileEvents,n_check_solution,percentileAtt,percentileComposite,persistence,n_breaks,n_snapshot,n_rotate_view,n_manipulation_events,time_failed_submission_exit,avg_time_between_submissions,cum_weighted_difficulty_perc_composite,percentileCompositeAcrossAttempts,persistenceAcrossAttempts,cum_global_puzzle_attempts,cum_this_puzzle_attempt,cum_avg_perc_composite,cum_avg_persistence
e6af7d42084352a39449e6d0a09b18cd~09c0fd63d10090d7503972218cf4bfc3~Bear Market~1,e6af7d42084352a39449e6d0a09b18cd,09c0fd63d10090d7503972218cf4bfc3,Bear Market,1.0,0.0,2019-10-25 13:17:59.750595-04:00,491.5,90.51,179.0,81.75,3.0,91.24,87.83,UNPRODUCTIVE_PERSISTANCE,3.0,1.0,37.0,75.0,350.29,147.36,62.08,88.89,MORE_PERSISTANCE_THAN_NORMAL,34.0,1,56.75,"{""NON_PERSISTANT "": 11.76, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 14.71, ""UNPRODUCTIVE_PERSISTANCE"": 8.82, ""NO_BEHAVIOR"": 64.71}"
e6af7d42084352a39449e6d0a09b18cd~09c0fd63d10090d7503972218cf4bfc3~Unnecessary~2,e6af7d42084352a39449e6d0a09b18cd,09c0fd63d10090d7503972218cf4bfc3,Unnecessary,0.76,0.0,2019-10-25 13:29:33.208628-04:00,36.75,22.11,4.0,13.68,0.0,24.21,20.0,NON_PERSISTANT,1.0,0.0,0.0,0.0,NA,NA,58.2,13.89,LESS_PERSISTANCE_THAN_NORMAL,35.0,2,55.7,"{""NON_PERSISTANT "": 14.29, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 14.29, ""UNPRODUCTIVE_PERSISTANCE"": 8.57, ""NO_BEHAVIOR"": 62.86}"
e6af7d42084352a39449e6d0a09b18cd~09c0fd63d10090d7503972218cf4bfc3~Bull Market~2,e6af7d42084352a39449e6d0a09b18cd,09c0fd63d10090d7503972218cf4bfc3,Bull Market,0.358579,0.0,2019-10-25 13:30:09.884030-04:00,882.92,95.56,376.0,92.22,5.0,87.78,91.85,UNPRODUCTIVE_PERSISTANCE,2.0,4.0,60.0,147.0,550.1,170.01,59.6,94.44,MORE_PERSISTANCE_THAN_NORMAL,36.0,2,56.7,"{""NON_PERSISTANT "": 13.89, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 13.89, ""UNPRODUCTIVE_PERSISTANCE"": 11.11, ""NO_BEHAVIOR"": 61.11}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~1. One Box~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,1. One Box,2e-06,1.0,2019-10-23 07:41:47.971630-04:00,41.28,49.33,23.0,71.33,1.0,100.0,73.56,NO_BEHAVIOR,0.0,0.0,13.0,1.0,NA,27.64,73.56,63.16,NORMAL_PERSISTANCE,1.0,1,73.56,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 100.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~2. Separated Boxes~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,2. Separated Boxes,0.111127,1.0,2019-10-23 07:42:25.456243-04:00,142.19,82.37,72.0,87.41,4.0,92.09,87.29,PRODUCTIVE_PERSISTANCE,2.0,0.0,42.0,7.0,NA,34.54,87.29,84.21,MORE_PERSISTANCE_THAN_NORMAL,2.0,1,80.42,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~3. Rotate a Pyramid~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,3. Rotate a Pyramid,0.083447,0.0,2019-10-23 07:44:47.828747-04:00,72.72,56.93,44.0,74.09,1.0,45.26,58.76,NO_BEHAVIOR,1.0,0.0,23.0,11.0,18.67,35.96,75.05,47.37,NORMAL_PERSISTANCE,3.0,1,73.2,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 33.33, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 66.67}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~2. Separated Boxes~2,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,2. Separated Boxes,0.111127,1.0,2019-10-23 07:46:00.243615-04:00,60.09,39.21,17.0,30.22,1.0,34.53,34.65,NO_BEHAVIOR,2.0,0.0,5.0,3.0,NA,20.94,60.37,34.21,NORMAL_PERSISTANCE,4.0,2,63.56,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 25.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 75.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~3. Rotate a Pyramid~2,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,3. Rotate a Pyramid,0.083447,1.0,2019-10-23 07:49:12.520758-04:00,21.2,7.66,12.0,20.44,1.0,45.26,24.45,RAPID_SOLVER,0.0,0.0,0.0,4.0,NA,15.24,52.67,15.79,LESS_PERSISTANCE_THAN_NORMAL,5.0,2,55.74,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 20.0, ""PRODUCTIVE_PERSISTANCE"": 20.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 60.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~4. Match Silhouettes~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,4. Match Silhouettes,0.061887,1.0,2019-10-23 07:49:33.124450-04:00,249.15,83.96,137.0,88.81,2.0,79.48,84.08,PRODUCTIVE_PERSISTANCE,0.0,0.0,78.0,29.0,NA,122.16,56.98,81.58,MORE_PERSISTANCE_THAN_NORMAL,6.0,1,60.46,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 16.67, ""PRODUCTIVE_PERSISTANCE"": 33.33, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~5. Removing Objects~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,5. Removing Objects,0.106021,1.0,2019-10-23 07:53:42.269842-04:00,231.02,71.8,88.0,70.68,7.0,93.23,78.57,PRODUCTIVE_PERSISTANCE,1.0,2.0,8.0,23.0,NA,42.79,61.09,71.05,NORMAL_PERSISTANCE,7.0,1,63.05,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 14.29, ""PRODUCTIVE_PERSISTANCE"": 42.86, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 42.86}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~8. Combine 2 Ramps~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,8. Combine 2 Ramps,0.068608,0.0,2019-10-23 07:58:52.054711-04:00,37.55,9.5,11.0,2.71,1.0,75.11,29.11,NO_BEHAVIOR,0.0,0.0,2.0,2.0,5.63,26.06,57.58,26.32,NORMAL_PERSISTANCE,8.0,1,58.81,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 12.5, ""PRODUCTIVE_PERSISTANCE"": 37.5, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~6. Stretch a Ramp~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,6. Stretch a Ramp,0.107035,1.0,2019-10-23 07:59:30.331604-04:00,222.17,82.38,71.0,70.49,3.0,82.79,78.55,PRODUCTIVE_PERSISTANCE,2.0,0.0,17.0,30.0,NA,71.05,60.64,68.42,NORMAL_PERSISTANCE,9.0,1,61.0,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 11.11, ""PRODUCTIVE_PERSISTANCE"": 44.44, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 44.44}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~7. Max 2 Boxes~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,7. Max 2 Boxes,0.078039,1.0,2019-10-23 08:03:08.055045-04:00,337.91,94.33,167.0,94.74,2.0,82.19,90.42,PRODUCTIVE_PERSISTANCE,1.0,0.0,41.0,27.0,NA,230.73,63.51,92.11,MORE_PERSISTANCE_THAN_NORMAL,10.0,1,63.94,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 10.0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 40.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~8. Combine 2 Ramps~2,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,8. Combine 2 Ramps,0.068608,0.0,2019-10-23 08:10:54.846734-04:00,231.74,87.78,127.0,90.05,5.0,97.74,91.86,UNPRODUCTIVE_PERSISTANCE,0.0,0.0,11.0,63.0,198.59,28.14,65.72,94.74,MORE_PERSISTANCE_THAN_NORMAL,11.0,2,66.48,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 9.09, ""PRODUCTIVE_PERSISTANCE"": 45.45, ""UNPRODUCTIVE_PERSISTANCE"": 9.09, ""NO_BEHAVIOR"": 36.36}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~9. Scaling Round Objects~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,9. Scaling Round Objects,0.128647,1.0,2019-10-23 08:14:46.853772-04:00,234.32,75.93,120.0,79.63,4.0,89.35,81.64,PRODUCTIVE_PERSISTANCE,0.0,0.0,7.0,71.0,NA,56.43,67.75,76.32,MORE_PERSISTANCE_THAN_NORMAL,12.0,1,67.74,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 8.33, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 8.33, ""NO_BEHAVIOR"": 33.33}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~8. Combine 2 Ramps~3,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,8. Combine 2 Ramps,0.068608,1.0,2019-10-23 08:18:41.504858-04:00,89.35,57.92,55.0,69.68,1.0,75.11,67.57,NO_BEHAVIOR,2.0,0.0,23.0,14.0,NA,294.95,67.74,55.26,NORMAL_PERSISTANCE,13.0,3,67.73,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 7.69, ""PRODUCTIVE_PERSISTANCE"": 46.15, ""UNPRODUCTIVE_PERSISTANCE"": 7.69, ""NO_BEHAVIOR"": 38.46}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Sandbox~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Sandbox,1e-06,0.0,2019-10-23 08:23:40.102106-04:00,81.52,43.02,90.0,50.0,0.0,98.84,63.95,NO_BEHAVIOR,0.0,0.0,2.0,45.0,NA,NA,67.74,52.63,NORMAL_PERSISTANCE,14.0,1,67.46,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 7.14, ""PRODUCTIVE_PERSISTANCE"": 42.86, ""UNPRODUCTIVE_PERSISTANCE"": 7.14, ""NO_BEHAVIOR"": 42.86}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Square Cross-Sections~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Square Cross-Sections,0.199714,0.0,2019-10-23 08:25:00.875956-04:00,57.56,20.7,14.0,11.01,1.0,45.81,25.84,NO_BEHAVIOR,2.0,0.0,0.0,5.0,32.52,89.85,61.18,21.05,LESS_PERSISTANCE_THAN_NORMAL,15.0,1,64.69,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 6.67, ""PRODUCTIVE_PERSISTANCE"": 40.0, ""UNPRODUCTIVE_PERSISTANCE"": 6.67, ""NO_BEHAVIOR"": 46.67}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Bird Fez~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Bird Fez,0.156674,0.0,2019-10-24 10:04:00.727320-04:00,220.15,66.36,62.0,48.6,1.0,45.79,53.58,NO_BEHAVIOR,6.0,0.0,4.0,17.0,13.17,53.57,60.35,42.11,NORMAL_PERSISTANCE,16.0,1,63.99,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 6.25, ""PRODUCTIVE_PERSISTANCE"": 37.5, ""UNPRODUCTIVE_PERSISTANCE"": 6.25, ""NO_BEHAVIOR"": 50.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Square Cross-Sections~2,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Square Cross-Sections,0.199714,1.0,2019-10-24 10:07:08.426884-04:00,54.14,19.38,19.0,13.66,1.0,45.81,26.28,NO_BEHAVIOR,0.0,0.0,3.0,5.0,NA,42.52,56.19,23.68,LESS_PERSISTANCE_THAN_NORMAL,17.0,2,61.77,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 5.88, ""PRODUCTIVE_PERSISTANCE"": 35.29, ""UNPRODUCTIVE_PERSISTANCE"": 5.88, ""NO_BEHAVIOR"": 52.94}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Bird Fez~2,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Bird Fez,0.156674,0.0,2019-10-24 10:08:03.702999-04:00,24.23,6.07,10.0,7.94,0.0,10.75,8.26,NON_PERSISTANT,0.0,0.0,3.0,1.0,NA,NA,51.99,10.53,LESS_PERSISTANCE_THAN_NORMAL,18.0,2,58.8,"{""NON_PERSISTANT "": 5.56, ""RAPID_SOLVER"": 5.56, ""PRODUCTIVE_PERSISTANCE"": 33.33, ""UNPRODUCTIVE_PERSISTANCE"": 5.56, ""NO_BEHAVIOR"": 50.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Bird Fez~3,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Bird Fez,0.156674,0.0,2019-10-24 10:08:40.538015-04:00,479.46,91.59,122.0,77.1,4.0,78.5,82.4,UNPRODUCTIVE_PERSISTANCE,10.0,0.0,34.0,32.0,520.01,95.9,54.44,78.95,MORE_PERSISTANCE_THAN_NORMAL,19.0,3,60.04,"{""NON_PERSISTANT "": 5.26, ""RAPID_SOLVER"": 5.26, ""PRODUCTIVE_PERSISTANCE"": 31.58, ""UNPRODUCTIVE_PERSISTANCE"": 10.53, ""NO_BEHAVIOR"": 47.37}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Stranger Shapes~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Stranger Shapes,0.283971,0.0,2019-10-24 10:20:17.421212-04:00,144.65,38.36,37.0,15.07,1.0,23.97,25.8,NO_BEHAVIOR,1.0,0.0,5.0,9.0,2.0,132.58,50.79,18.42,LESS_PERSISTANCE_THAN_NORMAL,20.0,1,58.33,"{""NON_PERSISTANT "": 5.0, ""RAPID_SOLVER"": 5.0, ""PRODUCTIVE_PERSISTANCE"": 30.0, ""UNPRODUCTIVE_PERSISTANCE"": 10.0, ""NO_BEHAVIOR"": 50.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Object Limits~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Object Limits,0.257177,0.0,2019-10-24 10:22:38.639272-04:00,9.24,3.53,4.0,4.71,0.0,8.24,5.49,NON_PERSISTANT,1.0,0.0,0.0,0.0,NA,NA,46.11,5.26,LESS_PERSISTANCE_THAN_NORMAL,21.0,1,55.81,"{""NON_PERSISTANT "": 9.52, ""RAPID_SOLVER"": 4.76, ""PRODUCTIVE_PERSISTANCE"": 28.57, ""UNPRODUCTIVE_PERSISTANCE"": 9.52, ""NO_BEHAVIOR"": 47.62}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Pi Henge~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Pi Henge,0.067346,1.0,2019-10-24 10:24:49.488408-04:00,92.32,50.0,48.0,55.36,1.0,65.48,56.94,NO_BEHAVIOR,0.0,0.0,19.0,12.0,NA,84.77,46.39,44.74,NORMAL_PERSISTANCE,22.0,1,55.87,"{""NON_PERSISTANT "": 9.09, ""RAPID_SOLVER"": 4.55, ""PRODUCTIVE_PERSISTANCE"": 27.27, ""UNPRODUCTIVE_PERSISTANCE"": 9.09, ""NO_BEHAVIOR"": 50.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~45-Degree Rotations~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,45-Degree Rotations,0.096715,0.0,2019-10-24 10:26:20.234187-04:00,5.78,0.6,5.0,4.82,0.0,10.24,5.22,NON_PERSISTANT,1.0,0.0,0.0,0.0,NA,NA,44.89,2.63,LESS_PERSISTANCE_THAN_NORMAL,23.0,1,53.66,"{""NON_PERSISTANT "": 13.04, ""RAPID_SOLVER"": 4.35, ""PRODUCTIVE_PERSISTANCE"": 26.09, ""UNPRODUCTIVE_PERSISTANCE"": 8.7, ""NO_BEHAVIOR"": 47.83}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Sandbox~2,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Sandbox,1e-06,0.0,2019-10-24 10:41:09.276070-04:00,932.2,90.7,538.0,90.7,0.0,98.84,93.41,UNPRODUCTIVE_PERSISTANCE,4.0,0.0,20.0,222.0,NA,NA,44.89,97.37,MORE_PERSISTANCE_THAN_NORMAL,24.0,2,55.32,"{""NON_PERSISTANT "": 12.5, ""RAPID_SOLVER"": 4.17, ""PRODUCTIVE_PERSISTANCE"": 25.0, ""UNPRODUCTIVE_PERSISTANCE"": 12.5, ""NO_BEHAVIOR"": 45.83}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Warm Up~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Warm Up,0.183971,1.0,2019-10-25 13:48:53.235027-04:00,1025.81,100.0,705.0,100.0,1.0,88.0,96.0,PRODUCTIVE_PERSISTANCE,0.0,0.0,0.0,673.0,NA,15.32,48.21,100.0,MORE_PERSISTANCE_THAN_NORMAL,37.0,1,38.48,"{""NON_PERSISTANT "": 8.11, ""RAPID_SOLVER"": 2.7, ""PRODUCTIVE_PERSISTANCE"": 18.92, ""UNPRODUCTIVE_PERSISTANCE"": 8.11, ""NO_BEHAVIOR"": 29.73}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Bear Market~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Bear Market,1.0,0.0,2019-10-25 13:02:18.142427-04:00,144.88,66.42,97.0,69.34,0.0,69.34,68.37,NO_BEHAVIOR,3.0,0.0,48.0,9.0,NA,NA,53.46,57.89,NORMAL_PERSISTANCE,25.0,1,59.68,"{""NON_PERSISTANT "": 12.0, ""RAPID_SOLVER"": 4.0, ""PRODUCTIVE_PERSISTANCE"": 28.0, ""UNPRODUCTIVE_PERSISTANCE"": 12.0, ""NO_BEHAVIOR"": 48.0}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Sandbox~3,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Sandbox,1e-06,0.0,2019-10-25 13:04:48.927686-04:00,403.29,79.07,183.0,66.28,0.0,98.84,81.4,UNPRODUCTIVE_PERSISTANCE,2.0,0.0,0.0,86.0,NA,NA,53.46,73.68,NORMAL_PERSISTANCE,26.0,3,60.52,"{""NON_PERSISTANT "": 11.54, ""RAPID_SOLVER"": 3.85, ""PRODUCTIVE_PERSISTANCE"": 26.92, ""UNPRODUCTIVE_PERSISTANCE"": 15.38, ""NO_BEHAVIOR"": 46.15}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Bird Fez~4,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Bird Fez,0.156674,0.0,2019-10-25 13:13:51.839308-04:00,411.93,87.85,168.0,85.51,8.0,93.93,89.1,UNPRODUCTIVE_PERSISTANCE,0.0,4.0,42.0,43.0,330.91,50.91,54.86,89.47,MORE_PERSISTANCE_THAN_NORMAL,27.0,4,61.58,"{""NON_PERSISTANT "": 11.11, ""RAPID_SOLVER"": 3.7, ""PRODUCTIVE_PERSISTANCE"": 25.93, ""UNPRODUCTIVE_PERSISTANCE"": 18.52, ""NO_BEHAVIOR"": 44.44}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Bird Fez~5,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Bird Fez,0.156674,0.0,2019-10-25 13:20:44.166291-04:00,15.7,5.61,7.0,7.01,0.0,10.75,7.79,NON_PERSISTANT,0.0,0.0,0.0,2.0,NA,NA,53.09,7.89,LESS_PERSISTANCE_THAN_NORMAL,28.0,5,59.65,"{""NON_PERSISTANT "": 14.29, ""RAPID_SOLVER"": 3.57, ""PRODUCTIVE_PERSISTANCE"": 25.0, ""UNPRODUCTIVE_PERSISTANCE"": 17.86, ""NO_BEHAVIOR"": 42.86}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~45-Degree Rotations~2,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,45-Degree Rotations,0.096715,0.0,2019-10-25 13:20:59.528032-04:00,365.97,92.17,161.0,89.76,2.0,82.53,88.15,UNPRODUCTIVE_PERSISTANCE,0.0,0.0,8.0,20.0,4.27,180.86,53.88,86.84,MORE_PERSISTANCE_THAN_NORMAL,29.0,2,60.64,"{""NON_PERSISTANT "": 13.79, ""RAPID_SOLVER"": 3.45, ""PRODUCTIVE_PERSISTANCE"": 24.14, ""UNPRODUCTIVE_PERSISTANCE"": 20.69, ""NO_BEHAVIOR"": 41.38}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Bird Fez~6,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Bird Fez,0.156674,1.0,2019-10-25 13:27:05.355648-04:00,262.66,73.36,85.0,61.68,1.0,45.79,60.28,NO_BEHAVIOR,4.0,0.0,8.0,37.0,NA,604.69,54.11,50.0,NORMAL_PERSISTANCE,30.0,6,60.63,"{""NON_PERSISTANT "": 13.33, ""RAPID_SOLVER"": 3.33, ""PRODUCTIVE_PERSISTANCE"": 23.33, ""UNPRODUCTIVE_PERSISTANCE"": 20.0, ""NO_BEHAVIOR"": 43.33}"
e6af7d42084352a39449e6d0a09b18cd~5e28d61160368358430cfe1efe123aa9~Pyramids are Strange~1,e6af7d42084352a39449e6d0a09b18cd,5e28d61160368358430cfe1efe123aa9,Pyramids are Strange,0.1796,1.0,2019-10-25 13:37:17.668382-04:00,164.51,58.12,67.0,50.79,1.0,42.41,50.44,NO_BEHAVIOR,0.0,0.0,2.0,31.0,NA,157.76,53.97,39.47,NORMAL_PERSISTANCE,31.0,1,60.3,"{""NON_PERSISTANT "": 12.9, ""RAPID_SOLVER"": 3.23, ""PRODUCTIVE_PERSISTANCE"": 22.58, ""UNPRODUCTIVE_PERSISTANCE"": 19.35, ""NO_BEHAVIOR"": 45.16}"
